Serial	Country	Year	Location	Ace1_G119S	GPS_coordinates	Collection_date	Contact	Method	CollectionID	phenotypic_bioassay_date	phenotypic_bioassay_method	Insecticide	Concentration_x	Concentration_percentage	Exposure_min	Plate_name	Plate_code	Sample_ID	phenotype	DNA_extraction_method	DNA_extraction_date	DNA_conc_ngul	DNA_100ul	Species	species_id_method	PlateNo	Well	HEX_Ct_dR	FAM_Ct_dR	HEX_dR_last	Threshold_HEX_dR	FAM_dR_last	Threshold_FAM_dR	FAM_Ct-HEX_Ct
675	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A09	Alive	nexttec_1_step	18/04/20			col	New SINE	10	A3	25.54	26.08	1592.768	166.348	5413.298	566.967	0.539999999999999
676	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A10	Alive	nexttec_1_step	18/04/20			col	New SINE	10	B3	25.41	25.53	1704.38	166.348	5995.534	566.967	0.120000000000001
677	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A11	Alive	nexttec_1_step	18/04/20			col	New SINE	10	C3	26.72	24.02	1018.627	166.348	7963.907	566.967	-2.7
678	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A12	Alive	nexttec_1_step	18/04/20			gam	New SINE	10	D3	26.69	23.88	961.42	166.348	7416.637	566.967	-2.81
679	Ghana	2017	Weija	GG	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A13	Alive	nexttec_1_step	18/04/20			col	New SINE	10	E3	24.93	NA	2411.9	166.348	253.398	566.967	NA
680	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A14	Alive	nexttec_1_step	18/04/20			col	New SINE	10	F3	24.88	26.42	2011.906	166.348	5122.847	566.967	1.54
681	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A15	Alive	nexttec_1_step	18/04/20			col	New SINE	10	G3	25.04	27.18	1877.127	166.348	4717.935	566.967	2.14
682	Ghana	2017	Weija	NA	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A16	Alive	nexttec_1_step	18/04/20			gam	New SINE	10	H3	NA	37.99	15.131	166.348	1205.733	566.967	NA
683	Ghana	2017	Weija	GG	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A17	Alive	nexttec_1_step	18/04/20			col	New SINE	10	A4	24.2	NA	2518.151	166.348	177.632	566.967	NA
684	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A18	Alive	nexttec_1_step	18/04/20			col	New SINE	10	B4	26.05	27.87	1944.482	166.348	4591.961	566.967	1.82
685	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A19	Alive	nexttec_1_step	18/04/20			col	New SINE	10	C4	24.89	26.73	1923.023	166.348	4497.266	566.967	1.84
686	Ghana	2017	Weija	GG	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A20	Alive	nexttec_1_step	18/04/20			col	New SINE	10	D4	25.53	NA	2484.027	166.348	226.502	566.967	NA
687	Ghana	2017	Weija	SS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A21	Alive	nexttec_1_step	18/04/20			gam	New SINE	10	E4	35	24.46	249.86	166.348	8828.609	566.967	-10.54
688	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A22	Alive	nexttec_1_step	18/04/20			col	New SINE	10	F4	26.66	24.08	1013.723	166.348	7518.581	566.967	-2.58
689	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A23	Alive	nexttec_1_step	18/04/20			col	New SINE	10	G4	26.96	24.54	971.419	166.348	7086.845	566.967	-2.42
690	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A24	Alive	nexttec_1_step	18/04/20			col	New SINE	10	H4	25.61	26.15	1607.414	166.348	5528.876	566.967	0.539999999999999
691	Ghana	2017	Weija	SS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A25	Alive	nexttec_1_step	18/04/20			gam	New SINE	10	A5	NA	23.86	89.472	166.348	8562.537	566.967	NA
692	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A26	Alive	nexttec_1_step	18/04/20			col	New SINE	10	B5	27.04	28.36	1797.095	166.348	4465.869	566.967	1.32
693	Ghana	2017	Weija	GG	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A27	Alive	nexttec_1_step	18/04/20			col	New SINE	10	C5	24.21	NA	2723.035	166.348	168.118	566.967	NA
694	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A28	Alive	nexttec_1_step	18/04/20			col	New SINE	10	D5	26.61	23.72	905.036	166.348	8185.4	566.967	-2.89
695	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A29	Alive	nexttec_1_step	18/04/20			col	New SINE	10	E5	25.58	25.7	1399.412	166.348	5799.508	566.967	0.120000000000001
696	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A30	Alive	nexttec_1_step	18/04/20			gam	New SINE	10	F5	27.49	23.95	768.763	166.348	7270.548	566.967	-3.54
697	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A31	Alive	nexttec_1_step	18/04/20			col	New SINE	10	G5	27.52	24.55	909.942	166.348	7728.943	566.967	-2.97
698	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A32	Alive	nexttec_1_step	18/04/20			col	New SINE	10	H5	28.11	25.44	868.832	166.348	6756.991	566.967	-2.67
699	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A33	Alive	nexttec_1_step	18/04/20			col	New SINE	10	A6	25.76	23.4	1043.23	166.348	8364.197	566.967	-2.36
700	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A34	Alive	nexttec_1_step	18/04/20			col	New SINE	10	B6	25.49	27.17	2133.515	166.348	5305.605	566.967	1.68
701	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A35	Alive	nexttec_1_step	18/04/20			col	New SINE	10	C6	26.85	25.14	1238.311	166.348	7671.755	566.967	-1.71
702	Ghana	2017	Weija	SS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A36	Alive	nexttec_1_step	18/04/20			col	New SINE	10	D6	NA	23.09	46.66	166.348	9474.693	566.967	NA
703	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A37	Alive	nexttec_1_step	18/04/20			col	New SINE	10	E6	26.58	23.97	1103.139	166.348	7908.121	566.967	-2.61
704	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A38	Alive	nexttec_1_step	18/04/20			col	New SINE	10	F6	26.34	23.52	928.667	166.348	8307.734	566.967	-2.82
705	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A39	Alive	nexttec_1_step	18/04/20			col	New SINE	10	G6	26.84	28.55	1765.677	166.348	4554.424	566.967	1.71
706	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A40	Alive	nexttec_1_step	18/04/20			col	New SINE	10	H6	25.97	27.72	1901.184	166.348	4477.563	566.967	1.75
707	Ghana	2017	Weija	GG	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A41	Alive	nexttec_1_step	18/04/20			col	New SINE	10	A7	30.09	NA	2085.92	166.348	566.967	566.967	NA
708	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A42	Alive	nexttec_1_step	18/04/20			gam	New SINE	10	B7	26.66	24.99	1259.76	166.348	7524.194	566.967	-1.67
709	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A43	Alive	nexttec_1_step	18/04/20			col	New SINE	10	C7	26.13	24.8	1337.849	166.348	7985.785	566.967	-1.33
710	Ghana	2017	Weija	SS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A44	Alive	nexttec_1_step	18/04/20			gamcol	New SINE	10	D7	35.67	33.2	415.73	166.348	3751.407	566.967	-2.47
711	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A45	Alive	nexttec_1_step	18/04/20			col	New SINE	10	E7	24.72	25.09	1715.209	166.348	6168.882	566.967	0.370000000000001
712	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A46	Alive	nexttec_1_step	18/04/20			col	New SINE	10	F7	24.87	25.34	1615.749	166.348	5944.848	566.967	0.469999999999999
713	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A47	Alive	nexttec_1_step	18/04/20			col	New SINE	10	G7	27	25	1090.447	166.348	8018.408	566.967	-2
714	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A48	Alive	nexttec_1_step	18/04/20			col	New SINE	10	H7	26.52	25.52	1263.557	166.348	6362.931	566.967	-1
715	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A49	Alive	nexttec_1_step	18/04/20			col	New SINE	10	A8	23.64	23.9	1644.841	166.348	6169.544	566.967	0.259999999999998
716	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A50	Alive	nexttec_1_step	18/04/20			col	New SINE	10	B8	24.08	25.69	2303.407	166.348	6020.905	566.967	1.61
717	Ghana	2017	Weija	GG	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A51	Alive	nexttec_1_step	18/04/20			col	New SINE	10	C8	24.4	NA	2890.972	166.348	276.255	566.967	NA
718	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A52	Alive	nexttec_1_step	18/04/20			col	New SINE	10	D8	24.56	24.24	1655.677	166.348	7029.209	566.967	-0.32
719	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A53	Alive	nexttec_1_step	18/04/20			col	New SINE	10	E8	24.85	26.74	1923.509	166.348	4746.73	566.967	1.89
720	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A54	Alive	nexttec_1_step	18/04/20			col	New SINE	10	F8	24.6	24.37	1605.116	166.348	7222.171	566.967	-0.23
721	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A55	Alive	nexttec_1_step	18/04/20			col	New SINE	10	G8	25.07	25.7	1326.204	166.348	4794.713	566.967	0.629999999999999
722	Ghana	2017	Weija	GS	05 33 59N 0 20 0W		Samuel Dadzie	Larvae		28.11.2017	Tube	Pirimiphos-methyl	0.5x	0.125	60	GH2017_Plate10	423 7231 17 010	GH17WEIPme_A56	Alive	nexttec_1_step	18/04/20			col	New SINE	10	H8	22.3	23.16	1915.81	166.348	6603.621	566.967	0.859999999999999
723				NA																				NA		na								
724	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D01	Dead	nexttec_1_step	18/06/20	1.63	163.3	gam	New SINE									
725	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D02	Dead	nexttec_1_step	18/06/20	2.07	206.7	gam	New SINE									
726	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D03	Dead	nexttec_1_step	18/06/20	2.02	202.3	gam	New SINE									
727	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D04	Dead	nexttec_1_step	18/06/20	2.53	253.2	gam	New SINE									
728	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D05	Dead	nexttec_1_step	18/06/20	2.27	226.6	gam	New SINE									
729	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D06	Dead	nexttec_1_step	18/06/20	1.82	182.2	gam	New SINE									
730	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D07	Dead	nexttec_1_step	18/06/20	1.89	189.2	gam	New SINE									
731	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D08	Dead	nexttec_1_step	18/06/20	1.77	177.2	gam	New SINE									
732	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D09	Dead	nexttec_1_step	18/06/20	1.39	138.6	gam	New SINE									
733	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D10	Dead	nexttec_1_step	18/06/20	0.92	92.1	gam	New SINE									
734	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D11	Dead	nexttec_1_step	18/06/20	1.15	114.6	gam	New SINE									
735	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D12	Dead	nexttec_1_step	18/06/20	1.32	131.6	gam	New SINE									
736	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D13	Dead	nexttec_1_step	18/06/20	2.22	221.7	gam	New SINE									
737	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D14	Dead	nexttec_1_step	18/06/20	2.4	239.6	gam	New SINE									
738	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D15	Dead	nexttec_1_step	18/06/20	0.68	68.3	gam	New SINE									
739	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D16	Dead	nexttec_1_step	18/06/20	2.18	217.8	gam	New SINE									
740	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D17	Dead	nexttec_1_step	18/06/20	0.5	50.1	gam	New SINE									
741	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D18	Dead	nexttec_1_step	18/06/20	1.66	166.4	gam	New SINE									
742	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D19	Dead	nexttec_1_step	18/06/20	1.89	189.4	gam	New SINE									
743	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D20	Dead	nexttec_1_step	18/06/20	1.78	178.1	gam	New SINE									
744	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D21	Dead	nexttec_1_step	18/06/20	2.41	241	gam	New SINE									
745	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D22	Dead	nexttec_1_step	18/06/20	2.34	233.7	gam	New SINE									
746	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D23	Dead	nexttec_1_step	18/06/20	1.32	132.3	gam	New SINE									
747	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D24	Dead	nexttec_1_step	18/06/20	2.31	231	gam	New SINE									
748	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D25	Dead	nexttec_1_step	18/06/20	2.27	227.4	gam	New SINE									
749	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D26	Dead	nexttec_1_step	18/06/20	1.55	155	gam	New SINE									
750	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D27	Dead	nexttec_1_step	18/06/20	0.63	62.6	gam	New SINE									
751	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D28	Dead	nexttec_1_step	18/06/20	1.13	113.1	gam	New SINE									
752	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D29	Dead	nexttec_1_step	18/06/20	1.71	171.4	gam	New SINE									
753	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D30	Dead	nexttec_1_step	18/06/20	0.82	82.4	gam	New SINE									
754	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D31	Dead	nexttec_1_step	18/06/20	1.05	105.4	gam	New SINE									
755	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D32	Dead	nexttec_1_step	18/06/20	1.24	123.8	gam	New SINE									
756	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D33	Dead	nexttec_1_step	18/06/20	2.84	283.9	gam	New SINE									
757	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D34	Dead	nexttec_1_step	18/06/20	0.9	90.4	gam	New SINE									
758	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D35	Dead	nexttec_1_step	18/06/20	0.47	46.7	gam	New SINE									
759	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D36	Dead	nexttec_1_step	18/06/20	1.16	116.4	gam	New SINE									
760	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D37	Dead	nexttec_1_step	18/06/20	1.26	126.4	gam	New SINE									
761	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D38	Dead	nexttec_1_step	18/06/20	1.2	119.5	gam	New SINE									
762	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D39	Dead	nexttec_1_step	18/06/20	1.14	113.8	gam	New SINE									
763	Ghana	2017	Obuasi	NA	06 12 03N 01 39 53W		Samuel Dadzie	Larvae			Tube	Deltamethrin	2x	0.1	60	GH2017_Plate11	423 7231 17 011	GH17OBUDel_D40	Dead	nexttec_1_step	18/06/20	1.13	112.9	gam	New SINE									
